fund_symbol,rating,return_rating,risk_rating,investment_type,fund_net_annual_expense_ratio,category_net_annual_expense_ratio,asset_cash_ratio,asset_stocks,price_earnings_ratio,price_book_ratio,price_sales_ratio,price_cashflow_ratio,median_market_cap,net_asset_value,fund_return_ytd,category_return_ytd,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,years_up,years_down,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
PGBAX,2,3,5,Value,1.02,0.65,4.4,19.56,17.58,1.49,1.16,8.57,12377.51,4900000000,-5.71,1.24,-4.01,2.79,0.66,3.36,3.37,3.99,4.76,4.29,13.41,11.2,-5.67,-3.14,9.85,6.25,9.3,5.55,-2.52,-2.07,6.2,3.54,5.79,4.02,15.65,8.35,2.7,2.01,16.9,9.73,9,2,-1.08,0.04,2.63,0.05,5.24,0.07
PGDCX,2,2,5,Value,1.78,0.65,4.4,19.56,17.58,1.49,1.16,8.57,12377.51,4900000000,-6.3,1.24,-4.71,2.79,-0.09,3.36,2.58,3.99,3.98,4.29,12.53,11.2,-6.34,-3.14,9.01,6.25,8.44,5.55,-3.27,-2.07,5.44,3.54,4.97,4.02,14.78,8.35,1.95,2.01,16.01,9.73,9,2,-1.96,0.04,1.69,0.05,4.25,0.07
PGDIX,3,3,5,Value,0.69,0.65,4.4,19.56,17.58,1.49,1.16,8.57,12377.51,4900000000,-5.48,1.24,-3.71,2.79,0.97,3.36,3.69,3.99,5.09,4.29,13.77,11.2,-5.39,-3.14,10.23,6.25,9.62,5.55,-2.23,-2.07,6.55,3.54,6.14,4.02,15.97,8.35,3.08,2.01,17.01,9.73,9,2,-0.72,0.04,3,0.05,5.65,0.07
PGOAX,2,2,4,Growth,1.17,1.21,0.89,99.11,19.58,2.43,1.38,11.53,5001.45,1700000000,1.99,10.02,11.06,18.21,5.48,11.01,8.51,12.18,10.13,12.31,28.3,27.68,-13.44,-5.76,19.45,21.5,13.23,11.2,-3.82,-2.41,7.84,2.44,34.24,40.91,13.2,13.15,-1.97,-3.55,25.62,26.98,21,8,2.94,0.08,5.57,0.09,7.84,0.1
PGOFX,3,3,3,Growth,1.03,1.16,0.24,99.76,33.68,6.68,2.88,19.62,17339.74,2270000000,15.9,14.82,23.49,22.59,15.21,13.64,13.95,13.1,13.52,12.76,32.73,32.52,-6.25,-6.65,29.78,23.91,3.48,6.03,1.38,-0.95,9.04,7,41.19,34.93,10.35,14.07,-2.36,-3.96,21.01,24.61,20,6,11.97,0.11,11.14,0.11,11.46,0.11
PGPPX,3,3,4,Growth,1.42,1.16,1.34,98.67,26.7,5.74,2.72,21.45,15569.54,197480000,29.23,14.82,37.75,22.59,15.84,13.64,14.16,13.1,13.61,12.76,30.46,32.52,-9.61,-6.65,28.27,23.91,2.43,6.03,1.49,-0.95,11.18,7,34.53,34.93,12.8,14.07,-7.29,-3.96,28.71,24.61,14,5,12.4,0.11,11.15,0.11,11.72,0.11
PGRRX,3,3,3,Growth,1.4,1.16,0.24,99.76,33.68,6.68,2.88,19.62,17339.74,2270000000,15.46,14.82,22.96,22.59,14.73,13.64,13.49,13.1,13.19,12.76,32.24,32.52,-6.64,-6.65,29.25,23.91,3.1,6.03,0.99,-0.95,8.65,7,40.88,34.93,10.35,14.07,-2.36,-3.96,21.01,24.61,20,6,11.56,0.11,10.74,0.11,11.17,0.11
PGWIX,4,4,4,Growth,0.75,1.16,1.34,98.67,26.7,5.74,2.72,21.45,15569.54,197480000,29.89,14.82,38.77,22.59,16.65,13.64,14.94,13.1,14.39,12.76,31.5,32.52,-8.99,-6.65,29.03,23.91,3.12,6.03,2.22,-0.95,12,7,35.28,34.93,13.7,14.07,-6.59,-3.96,29.61,24.61,14,4,13.08,0.11,11.81,0.11,12.42,0.11
PHASX,3,3,3,Growth,1.74,1.16,2.83,97.17,37.74,7.11,4.18,23.82,18300.2,1190000000,14.3,14.82,21.09,22.59,14.45,13.64,12.7,13.1,11.42,12.76,34.12,32.52,-5.32,-6.65,23.57,23.91,3.69,6.03,-2.69,-0.95,6.41,7,34.37,34.93,8.48,14.07,-5.17,-3.96,26.26,24.61,11,4,11.88,0.11,10.55,0.11,9.83,0.11
PHPPX,3,4,4,Growth,0.93,1.16,1.34,98.67,26.7,5.74,2.72,21.45,15569.54,197480000,29.67,14.82,38.38,22.59,16.42,13.64,14.73,13.1,14.16,12.76,31.09,32.52,-9.13,-6.65,28.93,23.91,2.96,6.03,2.01,-0.95,11.63,7,35.3,34.93,13.34,14.07,-6.81,-3.96,29.29,24.61,14,5,12.93,0.11,11.68,0.11,12.23,0.11
PHSKX,5,5,4,Growth,1.41,1.16,8.76,91.24,40.4,9.23,6.21,32.83,16432.72,2640000000,41.02,14.82,52.13,22.59,30.7,13.64,24.03,13.1,16.34,12.76,42.34,32.52,7.53,-6.65,33.53,23.91,1.9,6.03,2.57,-0.95,3.75,7,24.8,34.93,15.26,14.07,-7.29,-3.96,22.84,24.61,36,8,29.04,0.11,22.44,0.11,14.58,0.11
PICMX,5,5,4,Growth,1.12,1.16,8.76,91.24,40.4,9.23,6.21,32.83,16432.72,2640000000,41.1,14.82,52.3,22.59,30.97,13.64,24.31,13.1,16.62,12.76,42.76,32.52,7.8,-6.65,33.8,23.91,2.17,6.03,2.84,-0.95,4.01,7,25.09,34.93,15.55,14.07,-7.04,-3.96,23.15,24.61,10,2,29.3,0.11,22.71,0.11,14.84,0.11
PICRX,3,2,3,Growth,1.75,1.3,2.82,97.19,15.3,1.89,0.8,9.27,2667.37,319780000,-10.97,-8.13,-4.79,-1.99,-0.77,-2.29,3.41,3.84,3.24,4.88,25.53,22.52,-16.72,-19.13,34.18,31.58,-3.12,1.79,2.02,3.79,-13.65,-5.05,23.48,25.35,21.9,18.99,-21.43,-14.41,18.38,21.01,11,5,-2.2,-0.03,2.11,0.03,2.52,0.04
PIPPX,3,4,4,Growth,1.05,1.16,1.34,98.67,26.7,5.74,2.72,21.45,15569.54,197480000,29.45,14.82,38.26,22.59,16.28,13.64,14.58,13.1,14.03,12.76,31.04,32.52,-9.26,-6.65,28.64,23.91,2.83,6.03,2.08,-0.95,11.53,7,34.94,34.93,13.26,14.07,-6.89,-3.96,29.19,24.61,14,5,12.79,0.11,11.53,0.11,12.11,0.11
PIVYX,3,3,3,Growth,1.25,1.3,2.82,97.19,15.3,1.89,0.8,9.27,2667.37,306060000,-10.6,-8.13,-4.32,-1.99,-0.28,-2.29,3.92,3.84,3.76,4.88,26.17,22.52,-16.31,-19.13,34.84,31.58,-2.64,1.79,2.57,3.79,-13.24,-5.05,24.12,25.35,22.48,18.99,-21.04,-14.41,18.98,21.01,12,7,-1.74,-0.03,2.59,0.03,3.01,0.04
PKSAX,5,4,2,Growth,1.29,1.16,6.49,93.51,23.48,4.35,2.27,21.49,6130.42,1560000000,3.45,14.82,6.74,22.59,14.65,13.64,17.33,13.1,15.01,12.76,39.79,32.52,-2.18,-6.65,34.62,23.91,17.08,6.03,0.84,-0.95,6.06,7,27.47,34.93,11.98,14.07,9.07,-3.96,20.87,24.61,14,3,14.03,0.11,16.95,0.11,15.8,0.11
PKSCX,4,4,2,Growth,2.03,1.16,6.49,93.51,23.48,4.35,2.27,21.49,6130.42,1560000000,2.84,14.82,5.99,22.59,13.82,13.64,16.48,13.1,14.17,12.76,38.76,32.52,-2.87,-6.65,33.65,23.91,16.22,6.03,0.07,-0.95,5.28,7,26.51,34.93,11.15,14.07,8.29,-3.96,19.92,24.61,14,3,13.14,0.11,16.06,0.11,14.89,0.11
PKSFX,5,4,2,Growth,1.02,1.16,6.49,93.51,23.48,4.35,2.27,21.49,6130.42,1560000000,3.7,14.82,7.04,22.59,14.97,13.64,17.65,13.1,15.32,12.76,40.19,32.52,-1.92,-6.65,34.98,23.91,17.37,6.03,1.07,-0.95,6.35,7,27.81,34.93,12.23,14.07,9.36,-3.96,21.22,24.61,19,4,14.37,0.11,17.27,0.11,16.14,0.11
PMBCX,3,3,3,Growth,1.7,1.16,0.19,99.81,29.75,3.28,2.35,19.38,19704.07,18810000000,-0.3,14.82,4.02,22.59,10.15,13.64,11.6,13.1,13.33,12.76,41.49,32.52,-7.64,-6.65,24.07,23.91,9.12,6.03,0.41,-0.95,11.48,7,32.13,34.93,17.76,14.07,6.8,-3.96,22.18,24.61,10,2,7.97,0.11,9.56,0.11,12.08,0.11
PMBJX,3,4,3,Growth,0.86,1.16,0.19,99.81,29.75,3.28,2.35,19.38,19704.07,18810000000,0.49,14.82,4.98,22.59,11.12,13.64,12.61,13.1,14.29,12.76,42.73,32.52,-6.84,-6.65,25.2,23.91,10.12,6.03,1.22,-0.95,12.44,7,33.23,34.93,18.59,14.07,7.6,-3.96,23.02,24.61,15,3,8.87,0.11,10.47,0.11,12.98,0.11
PMBMX,3,3,3,Growth,1.16,1.16,0.19,99.81,29.75,3.28,2.35,19.38,19704.07,18810000000,0.17,14.82,4.61,22.59,10.75,13.64,12.22,13.1,13.99,12.76,42.24,32.52,-7.1,-6.65,24.73,23.91,9.7,6.03,0.96,-0.95,12.17,7,32.97,34.93,18.46,14.07,7.43,-3.96,23.05,24.61,15,4,8.53,0.11,10.13,0.11,12.7,0.11
PMBPX,3,3,3,Growth,0.85,1.16,0.19,99.81,29.75,3.28,2.35,19.38,19704.07,18810000000,0.43,14.82,4.93,22.59,11.09,13.64,12.57,13.1,14.35,12.76,42.67,32.52,-6.83,-6.65,25.16,23.91,10.02,6.03,1.31,-0.95,12.47,7,33.33,34.93,18.84,14.07,7.86,-3.96,23.45,24.61,15,4,8.84,0.11,10.44,0.11,13.03,0.11
PMBSX,3,3,3,Growth,0.97,1.16,0.19,99.81,29.75,3.28,2.35,19.38,19704.07,18810000000,0.33,14.82,4.82,22.59,10.95,13.64,12.43,13.1,14.2,12.76,42.49,32.52,-6.93,-6.65,24.95,23.91,9.94,6.03,1.11,-0.95,12.37,7,33.17,34.93,18.74,14.07,7.73,-3.96,23.25,24.61,15,4,8.7,0.11,10.31,0.11,12.9,0.11
PMEGX,4,4,3,Growth,0.61,1.16,2.75,97.25,30.98,4,2.65,18.97,16237.74,7180000000,5.42,14.82,12.48,22.59,11.91,13.64,12.87,13.1,14.49,12.76,33.09,32.52,-2.23,-6.65,26.02,23.91,6.94,6.03,6.94,-0.95,13.79,7,37.89,34.93,14.5,14.07,-1.28,-3.96,29.24,24.61,18,5,9.46,0.11,10.51,0.11,12.88,0.11
PMFJX,3,3,3,Blend,0.46,1.05,2.38,97.62,21.37,2.04,1.15,10.03,5184.35,996790000,-6.85,-6.28,-1.47,-0.89,2.5,3.18,6.93,6.39,9.76,9.18,25.74,26.21,-11.49,-11.15,15.75,15.93,20.02,14.14,-2.68,-4.75,9.09,7.8,32.58,34.1,17.06,16.15,-2.38,-3.81,25.56,22.52,13,5,0.78,0.01,4.88,0.05,8.03,0.08
PMFMX,3,3,3,Blend,0.73,1.05,2.38,97.62,21.37,2.04,1.15,10.03,5184.35,996790000,-7.12,-6.28,-1.83,-0.89,2.17,3.18,6.61,6.39,9.54,9.18,25.31,26.21,-11.74,-11.15,15.34,15.93,19.79,14.14,-2.88,-4.75,8.94,7.8,32.41,34.1,16.97,16.15,-2.4,-3.81,25.62,22.52,13,6,0.5,0.01,4.61,0.05,7.84,0.08
PMFNX,3,3,3,Blend,0.91,1.05,2.38,97.62,21.37,2.04,1.15,10.03,5184.35,996790000,-7.25,-6.28,-1.96,-0.89,1.99,3.18,6.42,6.39,9.35,9.18,25.15,26.21,-11.94,-11.15,15.18,15.93,19.53,14.14,-3.04,-4.75,8.7,7.8,32.22,34.1,16.86,16.15,-2.67,-3.81,25.47,22.52,13,6,0.35,0.01,4.45,0.05,7.67,0.08
PMFPX,3,3,3,Blend,0.42,1.05,2.38,97.62,21.37,2.04,1.15,10.03,5184.35,996790000,-6.88,-6.28,-1.46,-0.89,2.49,3.18,6.94,6.39,9.88,9.18,25.79,26.21,-11.51,-11.15,15.71,15.93,20.12,14.14,-2.59,-4.75,9.29,7.8,32.84,34.1,17.43,16.15,-2.17,-3.81,26.02,22.52,13,6,0.78,0.01,4.88,0.05,8.13,0.08
PMFSX,3,3,3,Blend,0.54,1.05,2.38,97.62,21.37,2.04,1.15,10.03,5184.35,996790000,-6.95,-6.28,-1.62,-0.89,2.37,3.18,6.81,6.39,9.75,9.18,25.6,26.21,-11.61,-11.15,15.6,15.93,19.97,14.14,-2.72,-4.75,9.16,7.8,32.7,34.1,17.18,16.15,-2.25,-3.81,25.93,22.52,13,6,0.67,0.01,4.78,0.05,8.02,0.08
PMGJX,3,4,4,Growth,1,1.16,1.34,98.67,26.7,5.74,2.72,21.45,15569.54,197480000,29.83,14.82,38.55,22.59,16.42,13.64,14.71,13.1,13.99,12.76,31.09,32.52,-9.2,-6.65,28.84,23.91,2.89,6.03,1.85,-0.95,11.31,7,34.8,34.93,13.08,14.07,-7.09,-3.96,28.7,24.61,14,4,12.87,0.11,11.61,0.11,12.05,0.11
PMPCX,2,2,3,Growth,1.82,1.04,3.94,94.78,34.66,5.26,3.48,20.04,20261.71,500420000,27.85,17.54,36.9,25.92,15.93,15.98,12.53,14.64,12.7,14.19,28.87,31.9,-7.66,-2.09,9.87,27.67,12.15,3.23,-5.01,3.6,9.8,10,40.82,33.92,15.24,15.34,-5.54,-2.46,23.45,15.53,13,5,14.17,0.14,11.26,0.13,11.62,0.13
PMPRX,4,3,2,Value,1.21,1.09,1.76,98.24,19.38,1.97,0.92,9.19,10812.62,2130000000,-10.64,-15.13,-6.24,-10.02,1.28,-0.95,4.74,3.98,8.17,7.96,26.15,25.18,-11.39,-12.86,13.97,13.22,14.6,18.06,-7.67,-5.41,12.95,9.31,32.88,35.14,17.19,16.6,-4.46,-3.96,23.57,21.92,11,4,-0.28,-0.02,3.26,0.03,7.04,0.07
PMSBX,3,3,3,Growth,1.47,1.16,0.19,99.81,29.75,3.28,2.35,19.38,19704.07,18810000000,-0.11,14.82,4.27,22.59,10.39,13.64,11.86,13.1,13.63,12.76,41.8,32.52,-7.42,-6.65,24.41,23.91,9.38,6.03,0.6,-0.95,11.82,7,32.56,34.93,18.04,14.07,7.17,-3.96,22.72,24.61,13,2,8.2,0.11,9.8,0.11,12.35,0.11
PMSGX,3,3,4,Growth,1.55,1.16,1.34,98.67,26.7,5.74,2.72,21.45,15569.54,197480000,29.06,14.82,37.62,22.59,15.7,13.64,14.03,13.1,13.45,12.76,30.2,32.52,-9.65,-6.65,28.12,23.91,2.25,6.03,1.42,-0.95,11,7,34.31,34.93,12.78,14.07,-7.39,-3.96,28.52,24.61,12,3,12.25,0.11,11.02,0.11,11.56,0.11
PMSSX,3,3,3,Blend,1.04,1.05,2.38,97.62,21.37,2.04,1.15,10.03,5184.35,996790000,-7.36,-6.28,-2.07,-0.89,1.86,3.18,6.28,6.39,9.21,9.18,24.97,26.21,-12.03,-11.15,15,15.93,19.43,14.14,-3.19,-4.75,8.61,7.8,32,34.1,16.67,16.15,-2.77,-3.81,25.22,22.52,11,4,0.23,0.01,4.34,0.05,7.55,0.08
PMVAX,3,3,3,Growth,1.07,1.04,3.94,94.78,34.66,5.26,3.48,20.04,20261.71,500420000,28.71,17.54,37.93,25.92,16.82,15.98,13.39,14.64,13.55,14.19,29.76,31.9,-6.93,-2.09,10.64,27.67,13.03,3.23,-4.33,3.6,10.67,10,41.9,33.92,16.08,15.34,-4.82,-2.46,24.34,15.53,15,5,15.06,0.14,12.11,0.13,12.44,0.13
PMVBX,2,2,3,Growth,1.82,1.04,3.94,94.78,34.66,5.26,3.48,20.04,20261.71,500420000,27.9,17.54,36.93,25.92,15.93,15.98,12.54,14.64,12.7,14.19,28.88,31.9,-7.7,-2.09,9.86,27.67,12.14,3.23,-5.04,3.6,9.83,10,40.85,33.92,15.26,15.34,-5.61,-2.46,23.53,15.53,13,5,14.16,0.14,11.25,0.13,11.62,0.13
PMVCX,1,1,5,Blend,6.08,1.05,0,100,15.77,1.77,0.86,9.68,6086.61,2130000,-16.53,-6.28,-21.45,-0.89,-6.56,3.18,-7.05,6.39,0.34,9.18,8.87,26.21,-20.16,-11.15,11.13,15.93,13.76,14.14,-24.23,-4.75,-12.39,7.8,31.93,34.1,4.6,16.15,-6.72,-3.81,30.57,22.52,12,5,-5.38,0.01,-5.88,0.05,-0.18,0.08
PMVYX,3,3,3,Growth,0.82,1.04,3.94,94.78,34.66,5.26,3.48,20.04,20261.71,480470000,28.96,17.54,38.26,25.92,17.1,15.98,13.67,14.64,13.84,14.19,30.18,31.9,-6.78,-2.09,10.95,27.67,13.29,3.23,-4.07,3.6,10.98,10,42.2,33.92,16.36,15.34,-4.63,-2.46,24.82,15.53,13,4,15.29,0.14,12.35,0.13,12.69,0.13
PNSAX,4,4,3,Growth,1.24,1.21,1.17,98.83,32.77,6.52,2.87,20.3,4175.6,613050000,22.31,10.02,30.34,18.21,19.33,11.01,15.91,12.18,14.37,12.31,37.66,27.68,-2.58,-5.76,20.19,21.5,8.5,11.2,-2.82,-2.41,1.99,2.44,47.55,40.91,14.29,13.15,-3.87,-3.55,28.12,26.98,15,7,16.16,0.08,12.8,0.09,11.43,0.1
PNSBX,4,4,3,Growth,1.99,1.21,1.17,98.83,32.77,6.52,2.87,20.3,4175.6,613050000,21.55,10.02,29.37,18.21,18.45,11.01,15.04,12.18,13.54,12.31,36.6,27.68,-3.27,-5.76,19.29,21.5,7.7,11.2,-3.56,-2.41,1.24,2.44,46.51,40.91,13.56,13.15,-4.42,-3.55,27.11,26.98,13,4,15.38,0.08,12.07,0.09,10.76,0.1
PNSCX,4,4,3,Growth,1.99,1.21,1.17,98.83,32.77,6.52,2.87,20.3,4175.6,613050000,21.54,10.02,29.35,18.21,18.45,11.01,15.04,12.18,13.51,12.31,36.61,27.68,-3.29,-5.76,19.29,21.5,7.68,11.2,-3.54,-2.41,1.21,2.44,46.49,40.91,13.4,13.15,-4.54,-3.55,27.13,26.98,13,4,15.36,0.08,12.06,0.09,10.73,0.1
PNVAX,3,2,3,Growth,1.5,1.3,2.82,97.19,15.3,1.89,0.8,9.27,2667.37,319780000,-10.79,-8.13,-4.57,-1.99,-0.52,-2.29,3.67,3.84,3.5,4.88,25.85,22.52,-16.52,-19.13,34.53,31.58,-2.88,1.79,2.28,3.79,-13.43,-5.05,23.77,25.35,22.19,18.99,-21.25,-14.41,18.7,21.01,16,8,-1.97,-0.03,2.35,0.03,2.76,0.04
POAGX,3,4,4,Growth,0.64,1.16,4.32,95.47,27.56,3.6,1.5,14.05,16480.5,9570000000,7.06,14.82,16.52,22.59,9.94,13.64,13.71,13.1,15.97,12.76,23.5,32.52,-6.93,-6.65,33.59,23.91,11.73,6.03,4.56,-0.95,16.55,7,54.88,34.93,21.22,14.07,-0.45,-3.96,21.57,24.61,11,4,7.31,0.11,10.7,0.11,13.25,0.11
POPFX,4,3,1,Blend,1.26,1.05,12.25,87.75,16.93,1.83,1.56,12.15,10502.24,192640000,-10.64,-6.28,-5.98,-0.89,3.47,3.18,7.08,6.39,9.11,9.18,25.73,26.21,-4.38,-11.15,10.33,15.93,21.02,14.14,1.33,-4.75,7.36,7.8,27.25,34.1,14.63,16.15,-0.21,-3.81,16.94,22.52,9,3,2.23,0.01,6.86,0.05,10.02,0.08
PPIMX,3,3,3,Growth,0.87,1.16,2.83,97.17,37.74,7.11,4.18,23.82,18300.2,1190000000,15.12,14.82,22.12,22.59,15.49,13.64,13.71,13.1,12.41,12.76,35.4,32.52,-4.45,-6.65,24.59,23.91,4.5,6.03,-1.77,-0.95,7.38,7,35.62,34.93,9.4,14.07,-4.42,-3.96,27.46,24.61,13,5,12.8,0.11,11.45,0.11,10.72,0.11
PPQJX,3,3,3,Growth,1.26,1.16,2.83,97.17,37.74,7.11,4.18,23.82,18300.2,1190000000,14.82,14.82,21.76,22.59,15.11,13.64,13.31,13.1,11.94,12.76,34.92,32.52,-4.81,-6.65,24.23,23.91,4.25,6.03,-2.3,-0.95,6.92,7,34.89,34.93,8.79,14.07,-4.81,-3.96,26.52,24.61,13,5,12.47,0.11,11.11,0.11,10.31,0.11
PPQMX,3,3,3,Growth,1.43,1.16,2.83,97.17,37.74,7.11,4.18,23.82,18300.2,1190000000,14.55,14.82,21.41,22.59,14.83,13.64,13.05,13.1,11.76,12.76,34.54,32.52,-4.95,-6.65,23.91,23.91,3.96,6.03,-2.44,-0.95,6.82,7,34.81,34.93,8.74,14.07,-4.92,-3.96,26.74,24.61,13,6,12.24,0.11,10.88,0.11,10.15,0.11
PPQNX,3,3,3,Growth,1.61,1.16,2.83,97.17,37.74,7.11,4.18,23.82,18300.2,1190000000,14.39,14.82,21.28,22.59,14.63,13.64,12.85,13.1,11.57,12.76,34.37,32.52,-5.19,-6.65,23.71,23.91,3.79,6.03,-2.49,-0.95,6.62,7,34.53,34.93,8.54,14.07,-5.09,-3.96,26.52,24.61,13,6,12.04,0.11,10.69,0.11,9.98,0.11
PPQPX,3,3,3,Growth,1.12,1.16,2.83,97.17,37.74,7.11,4.18,23.82,18300.2,1190000000,14.9,14.82,21.87,22.59,15.19,13.64,13.41,13.1,12.12,12.76,34.97,32.52,-4.69,-6.65,24.37,23.91,4.25,6.03,-2.03,-0.95,7.11,7,35.08,34.93,9.13,14.07,-4.54,-3.96,27.09,24.61,13,6,12.56,0.11,11.2,0.11,10.47,0.11
PPQSX,3,3,3,Growth,1.24,1.16,2.83,97.17,37.74,7.11,4.18,23.82,18300.2,1190000000,14.77,14.82,21.8,22.59,15.07,13.64,13.27,13.1,11.98,12.76,34.91,32.52,-4.81,-6.65,24.17,23.91,4.09,6.03,-2.19,-0.95,7.06,7,34.94,34.93,8.97,14.07,-4.71,-3.96,27.03,24.61,13,6,12.42,0.11,11.06,0.11,10.35,0.11
PQNAX,4,4,2,Value,1,1.09,1.36,98.64,21.37,2.38,1.64,12.71,18498.84,1240000000,-11.72,-15.13,-6.25,-10.02,-0.53,-0.95,6.52,3.98,8.94,7.96,28.97,25.18,-16.28,-12.86,26.61,13.22,16.84,18.06,-3.44,-5.41,8.42,9.31,31.95,35.14,15.35,16.6,-1.27,-3.96,20.49,21.92,21,7,-1.97,-0.02,4.89,0.03,7.72,0.07
PQNCX,3,3,2,Value,1.75,1.09,1.36,98.64,21.37,2.38,1.64,12.71,18498.84,1240000000,-12.27,-15.13,-6.94,-10.02,-1.27,-0.95,5.72,3.98,8.13,7.96,28,25.18,-16.89,-12.86,25.65,13.22,15.97,18.06,-4.18,-5.41,7.62,9.31,31,35.14,14.46,16.6,-1.99,-3.96,19.52,21.92,23,8,-2.66,-0.02,4.16,0.03,6.96,0.07
PRAAX,4,4,2,Value,0.9,1.09,1.36,98.64,21.37,2.38,1.64,12.71,18498.84,1240000000,-11.63,-15.13,-6.14,-10.02,-0.42,-0.95,6.63,3.98,9.06,7.96,29.05,25.18,-16.17,-12.86,26.74,13.22,16.92,18.06,-3.3,-5.41,8.51,9.31,32.11,35.14,15.46,16.6,-1.16,-3.96,20.56,21.92,15,6,-1.88,-0.02,4.99,0.03,7.82,0.07
PRDMX,4,4,3,Growth,0.8,1.16,0.01,99.99,34.35,7.36,2.7,21.28,18048.77,1880000000,10.86,14.82,18.36,22.59,15.35,13.64,14.31,13.1,14.08,12.76,37.9,32.52,-3.11,-6.65,24.72,23.91,7.5,6.03,2.06,-0.95,11.47,7,34.57,34.93,16.51,14.07,-4.39,-3.96,27.94,24.61,13,3,12.82,0.11,11.94,0.11,12.07,0.11
PRDSX,4,4,2,Growth,0.79,1.21,0.77,99.23,27.54,4.3,1.98,15.55,5059.06,8570000000,2.87,10.02,10.16,18.21,9.63,11.01,11.14,12.18,13.56,12.31,32.76,27.68,-6.86,-5.76,22.12,21.5,11.31,11.2,2.33,-2.41,6.38,2.44,44.19,40.91,15.69,13.15,1.54,-3.55,33.5,26.98,17,5,7.26,0.08,8.83,0.09,11.25,0.1
PRIDX,4,4,2,Growth,1.2,1.36,1.71,97.94,28.76,2.59,1.29,13.09,3941.85,9030000000,16.54,8.18,23.79,16.21,7.71,6.11,11.38,9.19,9.96,8.23,24.6,27.78,-17.47,-18.34,39.01,36.19,0.95,-2.98,9.88,7.05,-0.43,-5.4,24.37,26.61,26,22.2,-14.08,-14.72,20.47,23.04,19,12,5.67,0.04,9.85,0.08,10.1,0.08
PRNIX,4,4,2,Value,0.65,1.09,1.36,98.64,21.37,2.38,1.64,12.71,18498.84,1240000000,-11.45,-15.13,-5.9,-10.02,-0.17,-0.95,6.9,3.98,9.33,7.96,29.42,25.18,-15.99,-12.86,27.05,13.22,17.24,18.06,-3.09,-5.41,8.83,9.31,32.42,35.14,15.71,16.6,-0.92,-3.96,20.94,21.92,16,6,-1.64,-0.02,5.23,0.03,8.07,0.07
PRNRX,4,4,2,Value,1.25,1.09,1.36,98.64,21.37,2.38,1.64,12.71,18498.84,1240000000,-11.9,-15.13,-6.49,-10.02,-0.77,-0.95,6.26,3.98,8.67,7.96,28.64,25.18,-16.48,-12.86,26.3,13.22,16.51,18.06,-3.67,-5.41,8.16,9.31,31.66,35.14,14.98,16.6,-1.44,-3.96,20.07,21.92,12,5,-2.2,-0.02,4.65,0.03,7.46,0.07
PSCCX,1,2,4,Growth,1.86,1.21,0.89,99.11,19.58,2.43,1.38,11.53,5001.45,1700000000,1.39,10.02,10.28,18.21,4.8,11.01,7.78,12.18,9.37,12.31,27.55,27.68,-13.91,-5.76,18.51,21.5,12.44,11.2,-4.57,-2.41,7.05,2.44,33.24,40.91,12.39,13.15,-2.54,-3.55,24.63,26.98,18,7,2.43,0.08,5.01,0.09,7.22,0.1
PSCZX,2,2,4,Growth,0.82,1.21,0.89,99.11,19.58,2.43,1.38,11.53,5001.45,1700000000,2.31,10.02,11.52,18.21,5.82,11.01,8.86,12.18,10.46,12.31,28.8,27.68,-13.18,-5.76,19.68,21.5,13.57,11.2,-3.55,-2.41,8.1,2.44,34.6,40.91,13.47,13.15,-1.59,-3.55,25.73,26.98,16,7,3.2,0.08,5.83,0.09,8.11,0.1
PSGRX,4,4,3,Growth,1.49,1.21,1.17,98.83,32.77,6.52,2.87,20.3,4175.6,613050000,22.07,10.02,30.02,18.21,19.04,11.01,15.63,12.18,14.08,12.31,37.24,27.68,-2.78,-5.76,19.89,21.5,8.22,11.2,-3.04,-2.41,1.72,2.44,47.21,40.91,13.98,13.15,-4.06,-3.55,27.81,26.98,12,4,15.91,0.08,12.57,0.09,11.2,0.1
PVEJX,4,4,2,Value,1.03,1.09,1.76,98.24,19.38,1.97,0.92,9.19,10812.62,2130000000,-10.47,-15.13,-6,-10.02,1.51,-0.95,4.99,3.98,8.36,7.96,26.37,25.18,-11.1,-12.86,14.32,13.22,14.82,18.06,-7.5,-5.41,13.08,9.31,33.07,35.14,17.22,16.6,-4.41,-3.96,23.46,21.92,7,3,-0.07,-0.02,3.49,0.03,7.21,0.07
PVMIX,4,4,2,Value,0.7,1.09,1.76,98.24,19.38,1.97,0.92,9.19,10812.62,2130000000,-10.36,-15.13,-5.82,-10.02,1.74,-0.95,5.26,3.98,8.74,7.96,26.67,25.18,-10.91,-12.86,14.62,13.22,15.26,18.06,-7.16,-5.41,13.5,9.31,33.63,35.14,17.85,16.6,-3.93,-3.96,24.31,21.92,12,4,0.15,-0.02,3.73,0.03,7.55,0.07
